,name,subtype,collection_date,accession
36841,A/England/221560523/2022,H3N2,2022-04-07,EPI2112807
36842,A/England/221560521/2022,H3N2,2022-04-11,EPI2112799
36843,A/England/221560520/2022,H3N2,2022-04-12,EPI2112791
36844,A/England/221560519/2022,H3N2,2022-04-11,EPI2112783
36845,A/England/221560517/2022,H3N2,2022-04-09,EPI2112775
36846,A/England/221560432/2022,H3N2,2022-03-10,EPI2112759
36847,A/England/221560428/2022,H3N2,2022-03-17,EPI2112751
36848,A/England/221560399/2022,H3N2,2022-04-13,EPI2112743
36849,A/England/221560396/2022,H3N2,2022-04-12,EPI2112735
36850,A/England/221560312/2022,H3N2,2022-04-11,EPI2112727
36851,A/England/221560309/2022,H3N2,2022-04-08,EPI2112711
36852,A/England/221560308/2022,H3N2,2022-04-10,EPI2112703
36853,A/England/221560306/2022,H3N2,2022-04-09,EPI2112695
36854,A/England/221540599/2022,H3N2,2022-04-10,EPI2112687
36855,A/England/221540596/2022,H3N2,2022-04-11,EPI2112663
36856,A/England/221540595/2022,H3N2,2022-04-07,EPI2112655
36857,A/England/221540594/2022,H3N2,2022-04-11,EPI2112647
36858,A/England/221540593/2022,H3N2,2022-04-10,EPI2112639
36859,A/England/221540592/2022,H3N2,2022-04-11,EPI2112631
36860,A/England/221540591/2022,H3N2,2022-04-11,EPI2112623
36861,A/England/221460907/2022,H3N2,2022-04-04,EPI2112615
36862,A/England/221460863/2022,H3N2,2022-04-03,EPI2112599
36863,A/England/221460667/2022,H3N2,2022-04-05,EPI2112591
36864,A/England/221460665/2022,H3N2,2022-04-04,EPI2112583
36865,A/England/221460664/2022,H3N2,2022-03-31,EPI2112575
36866,A/England/221460272/2022,H3N2,2022-04-04,EPI2112551
36867,A/England/221460198/2022,H3N2,2022-04-07,EPI2112535
36868,A/England/221460197/2022,H3N2,2022-04-07,EPI2112527
36869,A/England/221440360/2022,H3N2,2022-03-30,EPI2112519
36870,A/England/221440339/2022,H3N2,2022-04-04,EPI2112511
36871,A/England/221440337/2022,H3N2,2022-04-04,EPI2112495
36872,A/England/221440336/2022,H3N2,2022-04-04,EPI2112487
36873,A/England/221440332/2022,H3N2,2022-04-02,EPI2112471
36874,A/England/221440327/2022,H3N2,2022-03-31,EPI2112455
36875,A/England/221421565/2022,H3N2,2022-03-29,EPI2112439
36876,A/England/221421562/2022,H3N2,2022-03-27,EPI2112431
36877,A/England/221421558/2022,H3N2,2022-03-29,EPI2112415
36878,A/England/221421557/2022,H3N2,2022-03-26,EPI2112407
36879,A/England/221420565/2022,H3N2,2022-03-31,EPI2112399
36880,A/England/221420563/2022,H3N2,2022-04-02,EPI2112391
36881,A/England/221420562/2022,H3N2,2022-03-19,EPI2112383
36882,A/England/221420559/2022,H3N2,2022-03-09,EPI2112375
36883,A/England/221420558/2022,H3N2,2022-03-29,EPI2112367
36884,A/England/221420557/2022,H3N2,2022-03-29,EPI2112359
36885,A/England/221420556/2022,H3N2,2022-03-06,EPI2112351
36886,A/England/221420555/2022,H3N2,2022-03-09,EPI2112343
36887,A/England/221420552/2022,H3N2,2022-04-01,EPI2112335
36888,A/England/221420547/2022,H3N2,2022-03-30,EPI2112327
36889,A/England/221420546/2022,H3N2,2022-03-30,EPI2112319
36890,A/England/221420544/2022,H3N2,2022-03-30,EPI2112311
36891,A/England/221420542/2022,H3N2,2022-03-29,EPI2112295
36892,A/England/221420541/2022,H3N2,2022-04-01,EPI2112287
36893,A/England/221400630/2022,H3N2,2022-03-25,EPI2112279
36894,A/England/221381216/2022,H3N2,2022-03-31,EPI2112271
36895,A/England/221381025/2022,H3N2,2022-03-31,EPI2112263
36896,A/England/221660262/2022,H3N2,2022-04-14,EPI2112251
36897,A/England/221640831/2022,H3N2,2022-04-15,EPI2112248
36898,A/England/221620290/2022,H3N2,2022-04-13,EPI2112244
36899,A/England/221600149/2022,H3N2,2022-04-13,EPI2112242
36900,A/England/221560315/2022,H3N2,2022-04-10,EPI2112239
36901,A/Netherlands/11677/2022,H3N2,2022-07-01,EPI2112214
36902,A/Netherlands/11673/2022,H3N2,2022-06-24,EPI2112182
36903,A/Netherlands/11672/2022,H3N2,2022-06-19,EPI2112174
36904,A/Netherlands/11663/2022,H3N2,2022-06-05,EPI2112150
36905,A/Netherlands/11674/2022,H3N2,2022-06-26,EPI2112190
36906,A/Netherlands/11656/2022,H3N2,2022-06-07,EPI2112112
36907,A/Lisboa/307/2022,H3N2,2022-04-07,EPI2119162
36908,A/Lisboa/306/2022,H3N2,2022-04-04,EPI2119154
36909,A/Lisboa/414/2022,H3N2,2022-04-26,EPI2116704
36910,A/Lisboa/413/2022,H3N2,2022-04-26,EPI2116696
36911,A/Lisboa/412/2022,H3N2,2022-04-26,EPI2116688
36912,A/Lisboa/411/2022,H3N2,2022-04-26,EPI2116680
36913,A/Lisboa/410/2022,H3N2,2022-04-26,EPI2116672
36914,A/Lisboa/409/2022,H3N2,2022-04-25,EPI2116664
36915,A/Lisboa/408/2022,H3N2,2022-04-25,EPI2116656
36916,A/Lisboa/407/2022,H3N2,2022-04-23,EPI2116648
36917,A/Lisboa/406/2022,H3N2,2022-04-24,EPI2116640
36918,A/Lisboa/405/2022,H3N2,2022-04-20,EPI2116632
36919,A/Lisboa/404/2022,H3N2,2022-04-21,EPI2116624
36920,A/Lisboa/403/2022,H3N2,2022-04-18,EPI2116616
36921,A/Lisboa/402/2022,H3N2,2022-04-22,EPI2116608
36922,A/Lisboa/401/2022,H3N2,2022-04-21,EPI2116600
36923,A/Lisboa/399/2022,H3N2,2022-04-17,EPI2116584
36924,A/Lisboa/398/2022,H3N2,2022-04-17,EPI2116576
36925,A/Lisboa/397/2022,H3N2,2022-04-18,EPI2116568
36926,A/Lisboa/396/2022,H3N2,2022-04-18,EPI2116560
36927,A/Lisboa/395/2022,H3N2,2022-04-18,EPI2116552
36928,A/Lisboa/394/2022,H3N2,2022-04-18,EPI2116544
36929,A/Lisboa/393/2022,H3N2,2022-04-12,EPI2116536
36930,A/Lisboa/392/2022,H3N2,2022-04-12,EPI2116528
36931,A/Lisboa/391/2022,H3N2,2022-04-19,EPI2116520
36932,A/Lisboa/390/2022,H3N2,2022-04-18,EPI2116512
36933,A/Lisboa/389/2022,H3N2,2022-04-18,EPI2116504
36934,A/Lisboa/388/2022,H3N2,2022-04-18,EPI2116496
36935,A/Lisboa/387/2022,H3N2,2022-04-13,EPI2116488
36936,A/Lisboa/386/2022,H3N2,2022-04-12,EPI2116480
36937,A/Lisboa/385/2022,H3N2,2022-04-06,EPI2116472
36938,A/Lisboa/384/2022,H3N2,2022-04-12,EPI2116464
36939,A/Lisboa/383/2022,H3N2,2022-04-11,EPI2116456
36940,A/Lisboa/382/2022,H3N2,2022-04-11,EPI2116448
36941,A/Lisboa/381/2022,H3N2,2022-04-11,EPI2116440
36942,A/Lisboa/380/2022,H3N2,2022-04-10,EPI2116432
36943,A/Lisboa/379/2022,H3N2,2022-04-08,EPI2116424
36944,A/Lisboa/378/2022,H3N2,2022-04-12,EPI2116416
36945,A/Lisboa/377/2022,H3N2,2022-04-11,EPI2116409
36946,A/Lisboa/376/2022,H3N2,2022-04-11,EPI2116401
36947,A/Lisboa/375/2022,H3N2,2022-04-11,EPI2116393
36948,A/Lisboa/374/2022,H3N2,2022-04-10,EPI2116385
36949,A/Lisboa/373/2022,H3N2,2022-04-07,EPI2116377
36950,A/Lisboa/372/2022,H3N2,2022-04-04,EPI2116369
36951,A/Lisboa/371/2022,H3N2,2022-04-05,EPI2116361
36952,A/Lisboa/370/2022,H3N2,2022-04-07,EPI2116353
36953,A/Lisboa/369/2022,H3N2,2022-04-07,EPI2116345
36954,A/Lisboa/368/2022,H3N2,2022-04-06,EPI2116337
36955,A/Lisboa/367/2022,H3N2,2022-04-06,EPI2116329
36956,A/Lisboa/366/2022,H3N2,2022-04-10,EPI2116321
36957,A/Lisboa/365/2022,H3N2,2022-04-05,EPI2116313
36958,A/Lisboa/364/2022,H3N2,2022-04-04,EPI2116305
36959,A/Lisboa/363/2022,H3N2,2022-04-04,EPI2116297
36960,A/Lisboa/362/2022,H3N2,2022-04-10,EPI2116289
36961,A/Lisboa/361/2022,H3N2,2022-04-09,EPI2116281
36962,A/Lisboa/360/2022,H3N2,2022-04-09,EPI2116273
36963,A/Lisboa/359/2022,H3N2,2022-03-26,EPI2116265
36964,A/Lisboa/358/2022,H3N2,2022-03-25,EPI2116257
36965,A/Lisboa/357/2022,H3N2,2022-03-24,EPI2116249
36966,A/Lisboa/356/2022,H3N2,2022-03-24,EPI2116241
36967,A/Lisboa/355/2022,H3N2,2022-03-27,EPI2116233
36968,A/Lisboa/354/2022,H3N2,2022-03-26,EPI2116225
36969,A/Lisboa/353/2022,H3N2,2022-03-26,EPI2116217
36970,A/Lisboa/351/2022,H3N2,2022-03-26,EPI2116209
36971,A/Lisboa/350/2022,H3N2,2022-03-25,EPI2116201
36972,A/Lisboa/349/2022,H3N2,2022-03-28,EPI2116193
36973,A/Lisboa/348/2022,H3N2,2022-04-05,EPI2116185
36974,A/Lisboa/347/2022,H3N2,2022-03-04,EPI2116177
36975,A/Lisboa/346/2022,H3N2,2022-03-09,EPI2116169
36976,A/Lisboa/345/2022,H3N2,2022-04-04,EPI2116161
36977,A/Lisboa/344/2022,H3N2,2022-04-06,EPI2116153
36978,A/Lisboa/343/2022,H3N2,2022-04-01,EPI2116145
36979,A/Lisboa/342/2022,H3N2,2022-04-03,EPI2116137
36980,A/Lisboa/341/2022,H3N2,2022-04-03,EPI2116129
36981,A/Lisboa/340/2022,H3N2,2022-04-03,EPI2116121
36982,A/Lisboa/339/2022,H3N2,2022-04-05,EPI2116113
36983,A/Lisboa/338/2022,H3N2,2022-04-04,EPI2116105
36984,A/Lisboa/337/2022,H3N2,2022-04-04,EPI2116097
36985,A/Lisboa/336/2022,H3N2,2022-04-03,EPI2116089
36986,A/Lisboa/335/2022,H3N2,2022-04-01,EPI2116081
36987,A/Lisboa/334/2022,H3N2,2022-04-03,EPI2116073
36988,A/Lisboa/333/2022,H3N2,2022-04-02,EPI2116065
36989,A/Lisboa/332/2022,H3N2,2022-04-01,EPI2116057
36990,A/Lisboa/331/2022,H3N2,2022-03-28,EPI2116049
36991,A/Lisboa/330/2022,H3N2,2022-04-07,EPI2116041
36992,A/Lisboa/329/2022,H3N2,2022-04-04,EPI2116033
36993,A/Lisboa/328/2022,H3N2,2022-03-30,EPI2116025
36994,A/Lisboa/327/2022,H3N2,2022-03-29,EPI2116017
36995,A/Lisboa/326/2022,H3N2,2022-03-28,EPI2116009
36996,A/Lisboa/325/2022,H3N2,2022-03-30,EPI2116001
36997,A/Lisboa/324/2022,H3N2,2022-03-29,EPI2115993
36998,A/Lisboa/323/2022,H3N2,2022-04-01,EPI2115985
36999,A/Lisboa/321/2022,H3N2,2022-03-30,EPI2115969
37000,A/Lisboa/320/2022,H3N2,2022-04-02,EPI2115961
37001,A/Lisboa/319/2022,H3N2,2022-04-03,EPI2115953
37002,A/Lisboa/318/2022,H3N2,2022-04-02,EPI2115945
37003,A/Lisboa/317/2022,H3N2,2022-03-26,EPI2115937
37004,A/Lisboa/316/2022,H3N2,2022-03-25,EPI2115929
37005,A/Lisboa/315/2022,H3N2,2022-03-24,EPI2115921
37006,A/Lisboa/314/2022,H3N2,2022-03-24,EPI2115913
37007,A/Lisboa/312/2022,H3N2,2022-03-26,EPI2115897
37008,A/Lisboa/311/2022,H3N2,2022-03-26,EPI2115889
37009,A/Lisboa/310/2022,H3N2,2022-03-27,EPI2115881
37010,A/Lisboa/309/2022,H3N2,2022-03-26,EPI2115873
37011,A/Lisboa/308/2022,H3N2,2022-03-25,EPI2115865
37012,A/Lisboa/352/2022,H3N2,2022-03-27,EPI2115857
37013,A/Moscow/101/2021,H3N2,2022-01-10,EPI2114424
37014,A/Moscow/115/2021,H3N2,2021-12-22,EPI2114416
37015,A/Moscow/83/2021,H3N2,2021-12-21,EPI2114408
37016,A/Moscow/114/2021,H3N2,2021-12-13,EPI2114400
37017,A/Moscow/119/2021,H3N2,2021-12-16,EPI2114392
37018,A/Moscow/118/2021,H3N2,2021-12-14,EPI2114384
37019,A/Moscow/102/2021,H3N2,2021-12-14,EPI2114376
37020,A/Moscow/55/2021,H3N2,2021-12-01,EPI2114368
37021,A/Moscow/51/2021,H3N2,2021-11-30,EPI2114360
37022,A/Victoria/4359/2022,H3N2,2022-07-02,EPI2118901
37023,A/Victoria/4365/2022,H3N2,2022-07-04,EPI2118893
37024,A/Victoria/4321/2022,H3N2,2022-07-05,EPI2118885
37025,A/Finland/242/2021,H3N2,2021-12-31,EPI2119375
37026,A/Finland/292/2022,H3N2,2022-04-13,EPI2119374
37027,A/Finland/291/2022,H3N2,2022-04-30,EPI2119371
37028,A/Finland/277/2022,H3N2,2022-04-13,EPI2119358
37029,A/Finland/240/2022,H3N2,2022-01-16,EPI2119304
37030,A/Finland/239/2022,H3N2,2022-01-03,EPI2119301
37031,A/Amapa/182525-IEC/2022,H3N2,2022-01-01,EPI2120742
37032,A/Amapa/182524-IEC/2022,H3N2,2022-01-01,EPI2120740
37033,A/Amapa/182522-IEC/2022,H3N2,2022-01-01,EPI2120738
37034,A/Amapa/182521-IEC/2022,H3N2,2022-01-01,EPI2120736
37035,A/Amapa/182518-IEC/2021,H3N2,2021-12-29,EPI2120734
37036,A/Amapa/182517-IEC/2021,H3N2,2021-12-29,EPI2120732
37037,A/Amapa/182516-IEC/2021,H3N2,2021-12-29,EPI2120730
37038,A/Amapa/182515-IEC/2021,H3N2,2021-12-29,EPI2120728
37039,A/Amapa/182514-IEC/2021,H3N2,2021-12-29,EPI2120726
37040,A/Amapa/182511-IEC/2021,H3N2,2021-12-29,EPI2120722
37041,A/Amapa/182509-IEC/2021,H3N2,2021-12-29,EPI2120720
37042,A/Amapa/182508-IEC/2021,H3N2,2021-12-29,EPI2120718
37043,A/Amapa/182499-IEC/2021,H3N2,2021-12-27,EPI2120716
37044,A/Amapa/182498-IEC/2021,H3N2,2021-12-27,EPI2120714
37045,A/Amapa/182497-IEC/2021,H3N2,2021-12-26,EPI2120711
37046,A/Amapa/182496-IEC/2021,H3N2,2021-12-26,EPI2120709
37047,A/Amapa/182538-IEC/2022,H3N2,2022-01-12,EPI2120171
37048,A/Amapa/182537-IEC/2022,H3N2,2022-01-12,EPI2120163
37049,A/Amapa/182533-IEC/2022,H3N2,2022-01-05,EPI2120155
37050,A/Amapa/182532-IEC/2022,H3N2,2022-01-05,EPI2120147
37051,A/Amapa/182531-IEC/2022,H3N2,2022-01-04,EPI2120139
37052,A/Amapa/182528-IEC/2022,H3N2,2022-01-02,EPI2120131
37053,A/Amapa/182527-IEC/2022,H3N2,2022-01-02,EPI2120123
37054,A/Amapa/182526-IEC/2022,H3N2,2022-01-02,EPI2120115
37055,A/Amapa/182513-IEC/2021,H3N2,2021-12-29,EPI2120107
37056,A/Amapa/182505-IEC/2021,H3N2,2021-12-29,EPI2120099
37057,A/Amapa/182504-IEC/2021,H3N2,2021-12-29,EPI2120091
37058,A/Amapa/182495-IEC/2021,H3N2,2021-12-25,EPI2120083
37059,A/Amapa/182494-IEC/2021,H3N2,2021-12-21,EPI2120075
37060,A/Finland/244/2021,H3N2,2021-11-30,EPI2119307
37061,A/Finland/290/2022,H3N2,2022-04-25,EPI2119370
37062,A/Finland/281/2022,H3N2,2022-01-01,EPI2119363
37063,A/Finland/280/2022,H3N2,2022-03-03,EPI2119362
37064,A/Finland/276/2022,H3N2,2022-04-04,EPI2119355
37065,A/Finland/284/2022,H3N2,2022-04-20,EPI2119366
37066,A/Finland/278/2022,H3N2,2022-04-13,EPI2119359
37067,A/Finland/286/2022,H3N2,2022-04-22,EPI2119367
37068,A/Finland/269/2021,H3N2,2021-12-14,EPI2119345
37069,A/Finland/268/2021,H3N2,2021-12-11,EPI2119342
37070,A/Finland/267/2021,H3N2,2021-12-11,EPI2119341
37071,A/Finland/266/2021,H3N2,2021-12-12,EPI2119338
37072,A/Finland/265/2021,H3N2,2021-12-14,EPI2119337
37073,A/Finland/264/2021,H3N2,2021-12-16,EPI2119334
37074,A/Finland/263/2021,H3N2,2021-12-15,EPI2119333
37075,A/Finland/252/2021,H3N2,2021-12-07,EPI2119313
37076,A/Finland/251/2021,H3N2,2021-12-08,EPI2119310
37077,A/Finland/259/2021,H3N2,2021-12-09,EPI2119325
37078,A/Malaysia/RP0624/2022,H3N2,2022-01-12,EPI2128786
37079,A/Malaysia/RP0614/2022,H3N2,2022-01-11,EPI2128783
37080,A/Malaysia/RP0612/2022,H3N2,2022-01-11,EPI2128780
37081,A/Malaysia/RP0628/2022,H3N2,2022-01-12,EPI2128765
37082,A/Malaysia/RP0602/2022,H3N2,2022-01-05,EPI2128573
37083,A/Malaysia/RP0686/2022,H3N2,2022-01-26,EPI2128570
37084,A/Malaysia/RP0683/2022,H3N2,2022-01-26,EPI2128567
37085,A/Malaysia/RP0687/2022,H3N2,2022-01-26,EPI2128552
37086,A/Malaysia/RP0636/2022,H3N2,2022-01-06,EPI2128543
37087,A/Malaysia/RP0656/2022,H3N2,2022-01-13,EPI2128531
37088,A/South_Australia/135/2022,H3N2,2022-06-14,EPI2128714
37089,A/Perth/57/2022,H3N2,2022-06-01,EPI2128768
37090,A/Perth/156/2022,H3N2,2022-06-09,EPI2128759
37091,A/Perth/117/2022,H3N2,2022-06-11,EPI2128744
37092,A/Perth/201/2022,H3N2,2022-06-13,EPI2128735
37093,A/Perth/202/2022,H3N2,2022-06-13,EPI2128732
37094,A/Perth/177/2022,H3N2,2022-06-14,EPI2128723
37095,A/Perth/190/2022,H3N2,2022-06-14,EPI2128720
37096,A/Perth/176/2022,H3N2,2022-06-14,EPI2128717
37097,A/Perth/197/2022,H3N2,2022-06-15,EPI2128711
37098,A/Perth/182/2022,H3N2,2022-06-15,EPI2128708
37099,A/Perth/188/2022,H3N2,2022-06-15,EPI2128705
37100,A/Perth/187/2022,H3N2,2022-06-15,EPI2128702
37101,A/Perth/180/2022,H3N2,2022-06-15,EPI2128699
37102,A/Perth/186/2022,H3N2,2022-06-15,EPI2128696
37103,A/Perth/183/2022,H3N2,2022-06-15,EPI2128693
37104,A/Perth/179/2022,H3N2,2022-06-16,EPI2128690
37105,A/Perth/161/2022,H3N2,2022-06-16,EPI2128687
37106,A/Perth/169/2022,H3N2,2022-06-16,EPI2128684
37107,A/Perth/171/2022,H3N2,2022-06-16,EPI2128681
37108,A/Perth/173/2022,H3N2,2022-06-16,EPI2128678
37109,A/Perth/192/2022,H3N2,2022-06-16,EPI2128675
37110,A/Perth/168/2022,H3N2,2022-06-16,EPI2128672
37111,A/Perth/175/2022,H3N2,2022-06-17,EPI2128669
37112,A/Perth/193/2022,H3N2,2022-06-17,EPI2128666
37113,A/Perth/194/2022,H3N2,2022-06-17,EPI2128663
37114,A/Victoria/4265/2022,H3N2,2022-06-16,EPI2128441
37115,A/Darwin/2373/2022,H3N2,2022-06-21,EPI2128789
37116,A/Darwin/2228/2022,H3N2,2022-06-10,EPI2128756
37117,A/Darwin/2397/2022,H3N2,2022-06-25,EPI2128648
37118,A/Darwin/2430/2022,H3N2,2022-06-28,EPI2128642
37119,A/Darwin/2419/2022,H3N2,2022-06-29,EPI2128633
37120,A/Darwin/2420/2022,H3N2,2022-06-30,EPI2128627
37121,A/Darwin/2435/2022,H3N2,2022-07-01,EPI2128621
37122,A/Darwin/2437/2022,H3N2,2022-07-03,EPI2128615
37123,A/Darwin/2438/2022,H3N2,2022-06-30,EPI2128534
37124,A/Darwin/755/2022,H3N2,2022-05-21,EPI2128528
37125,A/Darwin/2221/2022,H3N2,2022-06-10,EPI2128525
37126,A/Darwin/2172/2022,H3N2,2022-06-09,EPI2128522
37127,A/Sydney/365/2022,H3N2,2022-05-06,EPI2128432
37128,A/Estonia/169446/2022,H3N2,2022-04-17,EPI2129713
37129,A/Sydney/786/2022,H3N2,2022-06-14,EPI2128729
37130,A/Sydney/905/2022,H3N2,2022-06-22,EPI2128651
37131,A/Abu_Dhabi/1752695/2022,H3N2,2022-06-23,EPI2127588
37132,A/Abu_Dhabi/0000479/2022,H3N2,2022-07-06,EPI2127581
37133,A/Abu_Dhabi/0000459/2022,H3N2,2022-07-05,EPI2127573
37134,A/Abu_Dhabi/4339748/2022,H3N2,2022-06-24,EPI2127565
37135,A/Abu_Dhabi/1752546/2022,H3N2,2022-06-24,EPI2127558
37136,A/Abu_Dhabi/1950529/2022,H3N2,2022-07-13,EPI2127550
37137,A/Abu_Dhabi/1952870/2022,H3N2,2022-07-14,EPI2127542
37138,A/Abu_Dhabi/1882631/2022,H3N2,2022-07-07,EPI2127534
37139,A/Abu_Dhabi/1950425/2022,H3N2,2022-07-13,EPI2127529
37140,A/Abu_Dhabi/1862808/2022,H3N2,2022-07-05,EPI2127521
37141,A/Abu_Dhabi/0000613/2022,H3N2,2022-07-18,EPI2127513
37142,A/Belgium/G0116/2022,H3N2,2022-03-14,EPI2129711
37143,A/Belgium/G0123/2022,H3N2,2022-03-16,EPI2129709
37144,A/Fiji/104/2022,H3N2,2022-03-03,EPI2131473
37145,A/Fiji/30/2022,H3N2,2022-02-18,EPI2131440
37146,A/Fiji/29/2022,H3N2,2022-02-22,EPI2131437
37147,A/Fiji/28/2022,H3N2,2022-02-22,EPI2131434
37148,A/Fiji/27/2022,H3N2,2022-02-18,EPI2131431
37149,A/Fiji/26/2022,H3N2,2022-02-18,EPI2131428
37150,A/Tasmania/145/2022,H3N2,2022-06-12,EPI2128738
37151,A/Tasmania/126/2022,H3N2,2022-06-14,EPI2128726
37152,A/Tasmania/122/2022,H3N2,2022-06-14,EPI2128546
37153,A/Tasmania/56/2022,H3N2,2022-06-02,EPI2128459
37154,A/Tasmania/54/2022,H3N2,2022-06-01,EPI2128456
37155,A/Tasmania/53/2022,H3N2,2022-06-01,EPI2128453
37156,A/Tasmania/52/2022,H3N2,2022-05-31,EPI2128450
37157,A/Tasmania/51/2022,H3N2,2022-05-30,EPI2128447
37158,A/Tasmania/34/2022,H3N2,2022-05-26,EPI2128444
37159,A/Victoria/4312/2022,H3N2,2022-07-02,EPI2128618
37160,A/Victoria/4320/2022,H3N2,2022-07-03,EPI2128606
37161,A/Victoria/4410/2022,H3N2,2022-07-07,EPI2128591
37162,A/Sydney/795/2022,H3N2,2022-06-28,EPI2128636
37163,A/Hainan-Tunchang/334/2022,H3N2,2022-05-25,EPI2125668
37164,A/Hainan-Dingan/34/2022,H3N2,2022-05-25,EPI2125665
37165,A/Hainan-Dingan/33/2022,H3N2,2022-05-25,EPI2125662
37166,A/Hainan-Qionghai/298/2022,H3N2,2022-05-25,EPI2125659
37167,A/Hainan-Qionghai/297/2022,H3N2,2022-05-25,EPI2125656
37168,A/Guangdong-Maonan/1383/2022,H3N2,2022-05-09,EPI2125653
37169,A/Guangdong-Maonan/1410/2022,H3N2,2022-05-16,EPI2125650
37170,A/Guangdong-Pengjiang/1507/2022,H3N2,2022-05-23,EPI2125647
37171,A/Fujian-guangze/38/2022,H3N2,2022-04-11,EPI2125644
37172,A/Zhejiang-Yongkang/1576/2022,H3N2,2022-05-21,EPI2125641
37173,A/Hunan-Beihu/1455/2022,H3N2,2022-04-27,EPI2125638
37174,A/Hunan-Beihu/1435/2022,H3N2,2022-04-23,EPI2125635
37175,A/Hunan-Yuhua/1862/2022,H3N2,2022-05-10,EPI2125632
37176,A/Hunan-Beihu/1485/2022,H3N2,2022-05-12,EPI2125629
37177,A/Hunan-Suxian/1448/2022,H3N2,2022-05-03,EPI2125626
37178,A/Guangdong-Zhongshan/1408/2022,H3N2,2022-05-09,EPI2125623
37179,A/Guangdong-Zhongshan/1384/2022,H3N2,2022-05-02,EPI2125620
37180,A/Zhejiang-Yongkang/1567/2022,H3N2,2022-05-16,EPI2125617
37181,A/Zhejiang-Yongkang/1528/2022,H3N2,2022-05-07,EPI2125614
37182,A/Fujian-Shaxian/334/2022,H3N2,2022-04-30,EPI2125611
37183,A/Fujian-Shaxian/319/2022,H3N2,2022-04-22,EPI2125608
37184,A/Guangdong-Pengjiang/1358/2022,H3N2,2022-04-14,EPI2125605
37185,A/Guangdong-Pengjiang/1329/2022,H3N2,2022-04-06,EPI2125602
37186,A/Guangdong-Zhongshan/1301/2022,H3N2,2022-04-04,EPI2125599
37187,A/Guangdong-Maonan/1329/2022,H3N2,2022-04-18,EPI2125596
37188,A/Yunnan-Lushui/1975/2022,H3N2,2022-03-31,EPI2125593
37189,A/Hunan-yuhua/1610/2022,H3N2,2022-03-28,EPI2125590
37190,A/Hunan-yanfeng/1305/2022,H3N2,2022-04-13,EPI2125587
37191,A/Hunan-yanfeng/1299/2022,H3N2,2022-04-12,EPI2125584
37192,A/Hunan-yanfeng/1261/2022,H3N2,2022-03-30,EPI2125581
37193,A/Hunan-yanfeng/1254/2022,H3N2,2022-03-29,EPI2125578
37194,A/Hunan-yanfeng/1246/2022,H3N2,2022-03-30,EPI2125575
37195,A/Guizhou-Liuzhite/343/2022,H3N2,2022-04-02,EPI2125572
37196,A/Guizhou-Yilongxin/31/2022,H3N2,2022-04-01,EPI2125569
37197,A/Hunan-Liuyang/359/2022,H3N2,2022-03-11,EPI2125566
37198,A/Guangdong-Qingcheng/312/2022,H3N2,2022-03-28,EPI2125563
37199,A/Guizhou-Liuzhite/311/2022,H3N2,2022-03-18,EPI2125560
37200,A/Guizhou-liuzhite/329/2022,H3N2,2022-03-18,EPI2125557
37201,A/Guizhou-Liuzhite/328/2022,H3N2,2022-03-18,EPI2125554
37202,A/Guizhou-Liuzhite/327/2022,H3N2,2022-03-18,EPI2125551
37203,A/Guizhou-Liuzhite/325/2022,H3N2,2022-03-18,EPI2125548
37204,A/Guizhou-Liuzhite/324/2022,H3N2,2022-03-18,EPI2125545
37205,A/Guizhou-liuzhite/323/2022,H3N2,2022-03-18,EPI2125542
37206,A/Guizhou-liuzhite/321/2022,H3N2,2022-03-18,EPI2125539
37207,A/Guizhou-liuzhite/320/2022,H3N2,2022-03-18,EPI2125536
37208,A/Guizhou-Liuzhite/318/2022,H3N2,2022-03-18,EPI2125533
37209,A/Guizhou-liuzhite/317/2022,H3N2,2022-03-18,EPI2125530
37210,A/Guizhou-Liuzhite/315/2022,H3N2,2022-03-18,EPI2125527
37211,A/Guizhou-liuzhite/312/2022,H3N2,2022-03-18,EPI2125524
37212,A/Guizhou-xinyi/1779/2022,H3N2,2022-04-11,EPI2125521
37213,A/Guizhou-xinyi/1769/2022,H3N2,2022-04-11,EPI2125518
37214,A/Guizhou-xinyi/1766/2022,H3N2,2022-04-11,EPI2125515
37215,A/Guizhou-xinyi/1759/2022,H3N2,2022-04-06,EPI2125512
37216,A/Guizhou-xinyi/1756/2022,H3N2,2022-04-05,EPI2125509
37217,A/Guizhou-xinyi/1752/2022,H3N2,2022-04-05,EPI2125506
37218,A/Guizhou-xinyi/1728/2022,H3N2,2022-04-05,EPI2125503
37219,A/Guizhou-xinyi/1727/2022,H3N2,2022-04-05,EPI2125500
37220,A/Guizhou-xinyi/1723/2022,H3N2,2022-04-05,EPI2125497
37221,A/Guizhou-xinyi/1721/2022,H3N2,2022-04-06,EPI2125494
37222,A/Guizhou-kaili/1363/2022,H3N2,2022-04-11,EPI2125491
37223,A/Guizhou-kaili/1361/2022,H3N2,2022-04-11,EPI2125488
37224,A/Guizhou-kaili/1360/2022,H3N2,2022-04-11,EPI2125485
37225,A/Guizhou-kaili/1358/2022,H3N2,2022-04-11,EPI2125482
37226,A/Guizhou-kaili/1352/2022,H3N2,2022-04-06,EPI2125479
37227,A/Guizhou-jinping/325/2022,H3N2,2022-04-09,EPI2125476
37228,A/Guizhou-jinping/324/2022,H3N2,2022-04-09,EPI2125473
