step,mean,std,bottom,top
1,2931.2,0.44721359549995787,2930.305572809,2932.094427191
2,2911.0,1.4142135623730951,2908.171572875254,2913.828427124746
3,2917.0,0.7071067811865476,2915.585786437627,2918.414213562373
4,2909.4,0.8944271909999159,2907.611145618,2911.188854382
5,2891.8,1.3038404810405297,2889.1923190379193,2894.407680962081
